"As Of Date","Time Series","Value (millions)"
"2012-03-28","PDPUSGTIISNOP","4747"
"2012-04-04","PDPUSGTIISNOP","4886"
"2012-04-11","PDPUSGTIISNOP","3924"
"2012-04-18","PDPUSGTIISNOP","4690"
"2012-04-25","PDPUSGTIISNOP","6826"
"2012-05-02","PDPUSGTIISNOP","6866"
"2012-05-09","PDPUSGTIISNOP","4683"
"2012-05-16","PDPUSGTIISNOP","5015"
"2012-05-23","PDPUSGTIISNOP","9365"
"2012-05-30","PDPUSGTIISNOP","9111"
"2012-06-06","PDPUSGTIISNOP","8045"
"2012-06-13","PDPUSGTIISNOP","6949"
"2012-06-20","PDPUSGTIISNOP","1694"
"2012-06-27","PDPUSGTIISNOP","2588"
"2012-07-04","PDPUSGTIISNOP","1971"
"2012-07-11","PDPUSGTIISNOP","37"
"2012-07-18","PDPUSGTIISNOP","-1761"
"2012-07-25","PDPUSGTIISNOP","4170"
"2012-08-01","PDPUSGTIISNOP","1075"
"2012-08-08","PDPUSGTIISNOP","1639"
"2012-08-15","PDPUSGTIISNOP","821"
"2012-08-22","PDPUSGTIISNOP","-246"
"2012-08-29","PDPUSGTIISNOP","5566"
"2012-09-05","PDPUSGTIISNOP","5131"
"2012-09-12","PDPUSGTIISNOP","2202"
"2012-09-19","PDPUSGTIISNOP","2555"
"2012-09-26","PDPUSGTIISNOP","6677"
"2012-10-03","PDPUSGTIISNOP","5926"
"2012-10-10","PDPUSGTIISNOP","6472"
"2012-10-17","PDPUSGTIISNOP","3508"
"2012-10-24","PDPUSGTIISNOP","7205"
"2012-10-31","PDPUSGTIISNOP","5318"
"2012-11-07","PDPUSGTIISNOP","3710"
"2012-11-14","PDPUSGTIISNOP","3654"
"2012-11-21","PDPUSGTIISNOP","8217"
"2012-11-28","PDPUSGTIISNOP","5506"
"2012-12-05","PDPUSGTIISNOP","3635"
"2012-12-12","PDPUSGTIISNOP","583"
"2012-12-19","PDPUSGTIISNOP","116"
"2012-12-26","PDPUSGTIISNOP","4692"
"2013-01-02","PDPUSGTIISNOP","4976"
"2013-01-09","PDPUSGTIISNOP","3877"
"2013-01-16","PDPUSGTIISNOP","2637"
"2013-01-23","PDPUSGTIISNOP","1508"
"2013-01-30","PDPUSGTIISNOP","4930"
"2013-02-06","PDPUSGTIISNOP","3779"
"2013-02-13","PDPUSGTIISNOP","2526"
"2013-02-20","PDPUSGTIISNOP","3092"
"2013-02-27","PDPUSGTIISNOP","4889"
"2013-03-06","PDPUSGTIISNOP","4299"
"2013-03-13","PDPUSGTIISNOP","2545"
"2013-03-20","PDPUSGTIISNOP","1794"
"2013-03-27","PDPUSGTIISNOP","7143"
